Year,NOC,Sport,Bronze,Silver,Gold,Total Medals,Participants,Male Participants,Female Participants,Weighted Total
1936,GER,Modern Pentathlon,0,0,1,1,3,3,0,6
1936,GER,Polo,0,0,0,0,4,4,0,0
1936,GER,Rowing,9,4,15,28,26,26,0,120
1936,GER,Sailing,6,1,2,9,14,14,0,27
1936,GER,Shooting,0,3,1,4,9,9,0,15
1936,GER,Weightlifting,2,2,2,6,10,10,0,22
1936,GER,Wrestling,5,4,1,10,14,14,0,28
1936,GRE,Aquatics,0,0,0,0,5,5,0,0
1936,GRE,Art Competitions (not a current category),0,0,0,0,2,2,0,0
1936,GRE,Athletics,0,0,0,0,14,13,1,0
1936,GRE,Fencing,0,0,0,0,8,8,0,0
1936,GRE,Modern Pentathlon,0,0,0,0,1,1,0,0
1936,GRE,Shooting,0,0,0,0,8,8,0,0
1936,GRE,Wrestling,0,0,0,0,4,4,0,0
1936,HUN,Aquatics,5,2,18,25,26,20,6,124
1936,HUN,Art Competitions (not a current category),0,0,0,0,7,6,1,0
1936,HUN,Athletics,0,6,1,7,25,24,1,24
1936,HUN,Boxing,0,0,1,1,6,6,0,6
1936,HUN,Canoeing,0,0,0,0,5,5,0,0
1936,HUN,Cycling,0,0,0,0,8,8,0,0
1936,HUN,Equestrian,2,0,0,2,9,9,0,4
1936,HUN,Fencing,5,0,14,19,19,16,3,94
1936,HUN,Field hockey,0,0,0,0,15,15,0,0
1936,HUN,Football,0,0,0,0,11,11,0,0
1936,HUN,Gymnastics,8,16,16,40,16,8,8,160
1936,HUN,Handball,0,0,0,0,16,16,0,0
1936,HUN,Modern Pentathlon,0,0,0,0,3,3,0,0
1936,HUN,Polo,0,0,0,0,5,5,0,0
1936,HUN,Rowing,0,0,0,0,23,23,0,0
1936,HUN,Sailing,0,0,0,0,1,1,0,0
1936,HUN,Shooting,1,1,0,2,8,8,0,5
1936,HUN,Weightlifting,0,0,0,0,2,2,0,0
1936,HUN,Wrestling,1,2,3,6,12,12,0,26
1936,IND,Athletics,0,0,0,0,4,4,0,0
1936,IND,Field hockey,0,0,26,26,19,19,0,156
1936,IND,Weightlifting,0,0,0,0,1,1,0,0
1936,IND,Wrestling,0,0,0,0,3,3,0,0
1936,ISL,Aquatics,0,0,0,0,8,8,0,0
1936,ISL,Athletics,0,0,0,0,4,4,0,0
1936,ITA,Aquatics,0,0,0,0,3,3,0,0
1936,ITA,Art Competitions (not a current category),0,4,1,5,62,59,3,18
1936,ITA,Athletics,2,7,3,12,32,27,5,43
1936,ITA,Basketball,0,0,0,0,13,13,0,0
1936,ITA,Boxing,0,1,1,2,8,8,0,9
1936,ITA,Canoeing,0,0,0,0,1,1,0,0
1936,ITA,Cycling,0,4,0,4,11,11,0,12
1936,ITA,Equestrian,0,0,0,0,6,6,0,0
1936,ITA,Fencing,12,39,37,88,16,16,0,363
1936,ITA,Football,0,0,14,14,14,14,0,84
1936,ITA,Gymnastics,0,5,47,52,16,8,8,297
1936,ITA,Modern Pentathlon,1,0,0,1,3,3,0,2
1936,ITA,Rowing,2,16,4,22,22,22,0,76
1936,ITA,Sailing,0,0,6,6,14,14,0,36
1936,ITA,Shooting,0,0,0,0,9,9,0,0
1936,ITA,Weightlifting,1,2,1,4,4,4,0,14
1936,ITA,Wrestling,2,1,0,3,10,10,0,7
1936,JPN,Aquatics,6,7,10,23,34,25,9,93
1936,JPN,Art Competitions (not a current category),2,0,0,2,68,65,3,4
1936,JPN,Athletics,5,3,2,10,46,39,7,31
1936,JPN,Basketball,0,0,0,0,8,8,0,0
1936,JPN,Boxing,0,0,0,0,5,5,0,0
1936,JPN,Equestrian,0,0,4,4,4,4,0,24
1936,JPN,Field hockey,0,2,0,2,11,11,0,6
1936,JPN,Football,0,0,0,0,12,12,0,0
1936,JPN,Gymnastics,0,0,0,0,8,8,0,0
1936,JPN,Rowing,0,0,0,0,16,16,0,0
1936,JPN,Sailing,0,0,0,0,3,3,0,0
1936,JPN,Wrestling,0,0,0,0,5,5,0,0
1936,LAT,Art Competitions (not a current category),0,0,0,0,5,5,0,0
1936,LAT,Athletics,1,1,0,2,7,7,0,5
1936,LAT,Basketball,0,0,0,0,7,7,0,0
1936,LAT,Cycling,0,0,0,0,4,4,0,0
1936,LAT,Shooting,0,0,0,0,3,3,0,0
1936,LAT,Wrestling,0,1,0,1,3,3,0,3
1936,LIE,Athletics,0,0,0,0,2,2,0,0
1936,LIE,Cycling,0,0,0,0,1,1,0,0
1936,LIE,Shooting,0,0,0,0,3,3,0,0
1936,LUX,Aquatics,0,0,0,0,4,4,0,0
1936,LUX,Art Competitions (not a current category),0,0,34,34,5,4,1,204
1936,LUX,Athletics,0,0,0,0,6,6,0,0
1936,LUX,Boxing,0,0,0,0,5,5,0,0
1936,LUX,Canoeing,0,0,0,0,3,3,0,0
1936,LUX,Cycling,0,0,0,0,4,4,0,0
1936,LUX,Football,0,0,0,0,11,11,0,0
1936,LUX,Gymnastics,0,0,0,0,8,8,0,0
1936,LUX,Weightlifting,0,0,0,0,2,2,0,0
1936,LUX,Wrestling,0,0,0,0,1,1,0,0
1936,MEX,Aquatics,0,0,0,0,1,1,0,0
1936,MEX,Athletics,0,0,0,0,3,3,0,0
1936,MEX,Basketball,11,0,0,11,11,11,0,22
1936,MEX,Boxing,1,0,0,1,4,4,0,2
1936,MEX,Fencing,0,0,0,0,2,2,0,0
1936,MEX,Modern Pentathlon,0,0,0,0,2,2,0,0
1936,MEX,Polo,4,0,0,4,4,4,0,8
1936,MEX,Shooting,0,1,0,1,5,5,0,3
1936,MLT,Aquatics,0,0,0,0,9,9,0,0
1936,MLT,Athletics,0,0,0,0,2,2,0,0
1936,MON,Art Competitions (not a current category),0,0,0,0,2,2,0,0
1936,MON,Shooting,0,0,0,0,6,6,0,0
1936,NED,Aquatics,0,5,13,18,24,14,10,93
1936,NED,Art Competitions (not a current category),6,0,2,8,37,35,2,24
1936,NED,Athletics,5,0,0,5,18,10,8,10
1936,NED,Boxing,0,0,0,0,8,8,0,0
1936,NED,Canoeing,5,0,0,5,9,9,0,10
1936,NED,Cycling,0,4,2,6,11,11,0,24
1936,NED,Equestrian,4,5,8,17,9,9,0,71
1936,NED,Fencing,0,0,0,0,11,10,1,0
1936,NED,Field hockey,12,1,0,13,12,12,0,27
1936,NED,Modern Pentathlon,0,0,0,0,3,3,0,0
1936,NED,Rowing,0,0,0,0,11,11,0,0
1936,NED,Sailing,3,1,2,6,8,8,0,21
1936,NED,Shooting,0,0,0,0,4,4,0,0
1936,NOR,Aquatics,0,0,0,0,3,1,2,0
1936,NOR,Athletics,0,0,0,0,11,11,0,0
1936,NOR,Boxing,1,1,0,2,6,6,0,5
1936,NOR,Canoeing,0,0,0,0,1,1,0,0
1936,NOR,Cycling,0,0,0,0,2,2,0,0
1936,NOR,Equestrian,0,6,0,6,6,6,0,18
1936,NOR,Fencing,0,0,0,0,5,5,0,0
1936,NOR,Football,14,0,0,14,14,14,0,28
1936,NOR,Rowing,0,0,0,0,1,1,0,0
1936,NOR,Sailing,0,12,2,14,14,14,0,48
1936,NOR,Shooting,0,0,1,1,4,4,0,6
1936,NOR,Wrestling,0,0,0,0,3,3,0,0
1936,NZL,Athletics,0,0,1,1,3,3,0,6
1936,NZL,Boxing,0,0,0,0,3,3,0,0
1936,NZL,Cycling,0,0,0,0,1,1,0,0
1936,PER,Aquatics,0,0,0,0,4,4,0,0
1936,PER,Athletics,0,0,0,0,9,9,0,0
1936,PER,Basketball,0,0,0,0,9,9,0,0
1936,PER,Cycling,0,0,0,0,4,4,0,0
1936,PER,Football,0,0,0,0,12,12,0,0
1936,PER,Modern Pentathlon,0,0,0,0,1,1,0,0
1936,PER,Shooting,0,0,0,0,1,1,0,0
1936,PHI,Aquatics,2,0,0,2,5,5,0,4
1936,PHI,Athletics,2,0,0,2,6,6,0,4
1936,PHI,Basketball,0,0,0,0,9,9,0,0
1936,PHI,Boxing,0,0,0,0,5,5,0,0
1936,PHI,Shooting,0,0,0,0,2,2,0,0
1936,PHI,Wrestling,0,0,0,0,1,1,0,0
1936,POL,Aquatics,0,0,0,0,4,4,0,0
1936,POL,Art Competitions (not a current category),2,1,2,5,31,25,6,19
1936,POL,Athletics,2,2,1,5,17,14,3,16
1936,POL,Basketball,0,0,0,0,10,10,0,0
1936,POL,Boxing,0,0,0,0,7,7,0,0
1936,POL,Canoeing,0,0,0,0,2,2,0,0
1936,POL,Cycling,0,0,0,0,4,4,0,0
1936,POL,Equestrian,0,3,0,3,6,6,0,9
1936,POL,Fencing,9,0,0,9,11,11,0,18
1936,POL,Football,0,0,0,0,17,17,0,0
1936,POL,Gymnastics,0,0,0,0,8,0,8,0
1936,POL,Rowing,7,4,0,11,11,11,0,26
1936,POL,Sailing,0,0,0,0,7,7,0,0
1936,POL,Shooting,1,0,0,1,6,6,0,2
1936,POL,Wrestling,0,0,0,0,3,3,0,0
1936,POR,Athletics,0,0,0,0,2,2,0,0
1936,POR,Equestrian,3,0,0,3,3,3,0,6
1936,POR,Fencing,5,0,0,5,5,5,0,10
1936,POR,Sailing,0,0,0,0,3,3,0,0
1936,POR,Shooting,0,0,0,0,6,6,0,0
1936,ROU,Art Competitions (not a current category),0,0,0,0,1,1,0,0
1936,ROU,Athletics,0,0,0,0,5,5,0,0
1936,ROU,Boxing,0,0,0,0,4,4,0,0
1936,ROU,Equestrian,0,2,0,2,5,5,0,6
1936,ROU,Fencing,0,0,0,0,7,5,2,0
1936,ROU,Gymnastics,0,0,0,0,8,8,0,0
1936,ROU,Handball,0,0,0,0,15,15,0,0
1936,ROU,Shooting,0,0,0,0,4,4,0,0
1936,ROU,Wrestling,0,0,0,0,5,5,0,0
1936,RSA,Art Competitions (not a current category),0,0,0,0,7,2,5,0
1936,RSA,Athletics,0,0,0,0,14,14,0,0
1936,RSA,Boxing,0,1,0,1,6,6,0,3
1936,RSA,Cycling,0,0,0,0,2,2,0,0
1936,RSA,Rowing,0,0,0,0,1,1,0,0
1936,RSA,Wrestling,0,0,0,0,2,2,0,0
1936,SUI,Aeronautics (historical category),0,0,1,1,1,1,0,6
1936,SUI,Alpinism (historical category),0,0,2,2,2,1,1,12
1936,SUI,Aquatics,0,0,0,0,14,12,2,0
1936,SUI,Art Competitions (not a current category),0,1,12,13,15,15,0,75
1936,SUI,Athletics,0,3,0,3,19,19,0,9
1936,SUI,Basketball,0,0,0,0,8,8,0,0
1936,SUI,Boxing,0,0,0,0,8,8,0,0
1936,SUI,Canoeing,0,0,0,0,9,9,0,0
1936,SUI,Cycling,2,4,0,6,11,11,0,16
1936,SUI,Equestrian,0,0,0,0,6,6,0,0
1936,SUI,Fencing,0,0,0,0,18,15,3,0
1936,SUI,Field hockey,0,0,0,0,13,13,0,0
1936,SUI,Gymnastics,23,96,54,173,8,8,0,658
1936,SUI,Handball,17,0,0,17,17,17,0,34
1936,SUI,Modern Pentathlon,0,0,0,0,3,3,0,0
1936,SUI,Rowing,12,10,0,22,16,16,0,54
1936,SUI,Sailing,0,0,0,0,6,6,0,0
1936,SUI,Weightlifting,0,0,0,0,5,5,0,0
1936,SUI,Wrestling,0,0,0,0,13,13,0,0
1936,SWE,Aquatics,1,0,0,1,17,14,3,2
1936,SWE,Art Competitions (not a current category),1,0,0,1,21,20,1,2
1936,SWE,Athletics,2,3,0,5,37,36,1,13
1936,SWE,Boxing,1,0,0,1,4,4,0,2
1936,SWE,Canoeing,3,0,3,6,9,9,0,24
1936,SWE,Cycling,4,0,2,6,5,5,0,20
1936,SWE,Equestrian,3,0,0,3,9,9,0,6
1936,SWE,Fencing,0,8,3,11,13,11,2,42
1936,SWE,Football,0,0,0,0,11,11,0,0
1936,SWE,Modern Pentathlon,0,0,1,1,3,3,0,6
1936,SWE,Rowing,0,0,0,0,5,5,0,0
1936,SWE,Sailing,6,2,3,11,15,14,1,36
1936,SWE,Shooting,2,0,4,6,7,7,0,28
1936,SWE,Weightlifting,0,0,0,0,2,2,0,0
1936,SWE,Wrestling,4,3,6,13,14,14,0,53
1936,TCH,Aquatics,0,0,0,0,13,11,2,0
1936,TCH,Art Competitions (not a current category),2,0,0,2,26,25,1,4
1936,TCH,Athletics,1,0,0,1,31,30,1,2
1936,TCH,Basketball,0,0,0,0,12,12,0,0
1936,TCH,Boxing,0,0,0,0,8,8,0,0
1936,TCH,Canoeing,0,1,4,5,13,13,0,27
1936,TCH,Cycling,0,0,0,0,4,4,0,0
1936,TCH,Equestrian,0,0,0,0,9,9,0,0
1936,TCH,Fencing,0,0,0,0,13,11,2,0
1936,TCH,Gymnastics,8,32,2,42,16,8,8,124
1936,TCH,Rowing,0,0,0,0,17,17,0,0
1936,TCH,Sailing,0,0,0,0,2,2,0,0
1936,TCH,Shooting,0,0,0,0,7,7,0,0
1936,TCH,Weightlifting,0,2,0,2,6,6,0,6
1936,TCH,Wrestling,0,2,0,2,13,13,0,6
1936,TUR,Basketball,0,0,0,0,8,8,0,0
1936,TUR,Cycling,0,0,0,0,4,4,0,0
1936,TUR,Equestrian,0,0,0,0,4,4,0,0
1936,TUR,Fencing,0,0,0,0,7,5,2,0
1936,TUR,Football,0,0,0,0,11,11,0,0
1936,TUR,Sailing,0,0,0,0,3,3,0,0
1936,TUR,Wrestling,1,0,2,3,11,11,0,14
1936,URU,Aquatics,0,0,0,0,7,7,0,0
1936,URU,Basketball,0,0,0,0,9,9,0,0
1936,URU,Boxing,0,0,0,0,7,7,0,0
1936,URU,Fencing,0,0,0,0,5,5,0,0
1936,URU,Rowing,0,0,0,0,8,8,0,0
1936,URU,Sailing,0,0,0,0,1,1,0,0
1936,USA,Aquatics,21,22,14,57,46,30,16,192
1936,USA,Art Competitions (not a current category),0,6,2,8,49,44,5,30
1936,USA,Athletics,8,15,39,62,77,64,13,295
1936,USA,Basketball,0,0,14,14,14,14,0,84
1936,USA,Boxing,1,1,0,2,8,8,0,5
1936,USA,Canoeing,2,0,0,2,10,10,0,4
1936,USA,Cycling,0,0,0,0,6,6,0,0
1936,USA,Equestrian,6,4,2,12,8,8,0,36
1936,USA,Fencing,15,4,7,26,22,19,3,84
1936,USA,Field hockey,10,4,7,21,14,14,0,74
1936,USA,Football,0,0,0,0,11,11,0,0
1936,USA,Gymnastics,16,40,0,56,16,8,8,152
1936,USA,Handball,0,0,0,0,13,13,0,0
1936,USA,Modern Pentathlon,1,3,4,8,3,3,0,35
1936,USA,Rowing,1,0,10,11,25,25,0,62
1936,USA,Sailing,4,1,5,10,13,12,1,41
1936,USA,Shooting,0,0,0,0,6,6,0,0
1936,USA,Weightlifting,1,0,1,2,10,10,0,8
1936,USA,Wrestling,0,3,1,4,7,7,0,15
1936,YUG,Aquatics,0,0,0,0,12,12,0,0
1936,YUG,Art Competitions (not a current category),0,0,0,0,3,3,0,0
1936,YUG,Athletics,0,0,0,0,21,16,5,0
1936,YUG,Canoeing,0,0,0,0,4,4,0,0
1936,YUG,Cycling,0,0,0,0,4,4,0,0
1936,YUG,Fencing,0,0,0,0,12,10,2,0
1936,YUG,Gymnastics,32,10,24,66,16,8,8,238
1936,YUG,Rowing,0,0,0,0,14,14,0,0
1936,YUG,Sailing,0,0,0,0,1,1,0,0
1936,YUG,Shooting,0,0,0,0,1,1,0,0
1936,YUG,Wrestling,0,0,0,0,5,5,0,0
1948,AFG,Field hockey,0,0,0,0,12,12,0,0
1948,AFG,Football,0,0,0,0,10,10,0,0
1948,ARG,Aquatics,0,0,0,0,24,18,6,0
1948,ARG,Athletics,0,1,1,2,24,22,2,9
1948,ARG,Basketball,0,0,0,0,14,14,0,0
1948,ARG,Boxing,1,0,2,3,8,8,0,14
1948,ARG,Cycling,0,0,0,0,12,12,0,0
1948,ARG,Equestrian,0,0,0,0,9,9,0,0
1948,ARG,Fencing,0,0,0,0,19,16,3,0
1948,ARG,Field hockey,0,0,0,0,12,12,0,0
1948,ARG,Gymnastics,0,0,0,0,7,7,0,0
1948,ARG,Modern Pentathlon,0,0,0,0,3,3,0,0
1948,ARG,Rowing,1,0,0,1,26,26,0,2
1948,ARG,Sailing,0,5,0,5,13,13,0,15
1948,ARG,Shooting,0,1,0,1,12,12,0,3
1948,ARG,Weightlifting,0,0,0,0,8,8,0,0
1948,ARG,Wrestling,0,0,0,0,8,8,0,0
1948,AUS,Aquatics,6,2,0,8,21,17,4,18
1948,AUS,Athletics,6,7,1,14,18,13,5,39
1948,AUS,Boxing,0,0,0,0,7,7,0,0
1948,AUS,Cycling,0,0,0,0,6,6,0,0
1948,AUS,Rowing,0,0,2,2,8,8,0,12
1948,AUS,Sailing,0,0,0,0,3,3,0,0
1948,AUS,Shooting,0,0,0,0,6,6,0,0
1948,AUS,Weightlifting,0,0,0,0,2,2,0,0
1948,AUS,Wrestling,1,1,0,2,4,4,0,5
1948,AUT,Aquatics,0,0,0,0,6,4,2,0
1948,AUT,Art Competitions (not a current category),1,2,3,6,34,28,6,26
1948,AUT,Athletics,1,0,1,2,15,3,12,8
1948,AUT,Boxing,0,0,0,0,5,5,0,0
1948,AUT,Canoeing,1,0,0,1,7,6,1,2
1948,AUT,Cycling,0,0,0,0,8,8,0,0
1948,AUT,Equestrian,1,0,0,1,2,2,0,2
1948,AUT,Fencing,2,0,1,3,7,4,3,10
1948,AUT,Field hockey,0,0,0,0,12,12,0,0
1948,AUT,Football,0,0,0,0,11,11,0,0
1948,AUT,Gymnastics,0,0,0,0,16,8,8,0
1948,AUT,Rowing,0,0,0,0,7,7,0,0
1948,AUT,Sailing,0,0,0,0,4,4,0,0
1948,AUT,Shooting,0,0,0,0,3,3,0,0
1948,AUT,Weightlifting,0,0,0,0,6,6,0,0
1948,AUT,Wrestling,0,0,0,0,5,5,0,0
1948,BEL,Aquatics,2,0,0,2,14,9,5,4
1948,BEL,Art Competitions (not a current category),0,0,0,0,4,3,1,0
1948,BEL,Athletics,1,0,1,2,18,16,2,8
1948,BEL,Basketball,0,0,0,0,14,14,0,0
1948,BEL,Boxing,0,1,0,1,8,8,0,3
1948,BEL,Canoeing,0,0,0,0,9,8,1,0
1948,BEL,Cycling,2,1,4,7,12,12,0,31
1948,BEL,Fencing,9,0,0,9,18,15,3,18
1948,BEL,Field hockey,0,0,0,0,13,13,0,0
1948,BEL,Gymnastics,0,0,0,0,8,0,8,0
1948,BEL,Modern Pentathlon,0,0,0,0,3,3,0,0
1948,BEL,Rowing,0,0,0,0,4,4,0,0
1948,BEL,Sailing,0,0,0,0,12,12,0,0
1948,BEL,Shooting,0,0,0,0,3,3,0,0
1948,BEL,Weightlifting,0,0,0,0,3,3,0,0
1948,BEL,Wrestling,0,0,0,0,9,9,0,0
1948,BER,Aquatics,0,0,0,0,6,6,0,0
1948,BER,Athletics,0,0,0,0,6,4,2,0
1948,BRA,Aquatics,0,0,1,1,16,11,5,6
1948,BRA,Athletics,0,0,0,0,12,6,6,0
1948,BRA,Basketball,10,0,0,10,10,10,0,20
1948,BRA,Boxing,0,0,0,0,3,3,0,0
1948,BRA,Equestrian,0,0,0,0,6,6,0,0
1948,BRA,Fencing,0,0,0,0,7,7,0,0
1948,BRA,Modern Pentathlon,0,0,0,0,3,3,0,0
1948,BRA,Rowing,0,0,0,0,2,2,0,0
1948,BRA,Sailing,0,0,0,0,5,5,0,0
1948,BRA,Shooting,0,0,0,0,7,7,0,0
1948,CAN,Aquatics,0,0,0,0,10,6,4,0
1948,CAN,Art Competitions (not a current category),1,2,0,3,23,17,6,8
1948,CAN,Athletics,4,0,0,4,27,18,9,8
1948,CAN,Basketball,0,0,0,0,14,14,0,0
1948,CAN,Boxing,0,0,0,0,7,7,0,0
1948,CAN,Canoeing,1,2,1,4,7,7,0,14
1948,CAN,Cycling,0,0,1,1,6,6,0,6
1948,CAN,Fencing,0,0,0,0,6,4,2,0
1948,CAN,Rowing,0,0,0,0,11,11,0,0
1948,CAN,Sailing,0,0,0,0,5,5,0,0
1948,CAN,Weightlifting,0,0,0,0,5,5,0,0
1948,CAN,Wrestling,0,0,0,0,6,6,0,0
1948,CHI,Aquatics,0,0,0,0,9,9,0,0
1948,CHI,Athletics,0,0,0,0,15,11,4,0
1948,CHI,Basketball,0,0,0,0,12,12,0,0
1948,CHI,Boxing,0,0,0,0,5,5,0,0
1948,CHI,Cycling,0,0,0,0,4,4,0,0
1948,CHI,Fencing,0,0,0,0,3,3,0,0
1948,CHI,Modern Pentathlon,0,0,0,0,2,2,0,0
1948,CHI,Shooting,0,0,0,0,4,4,0,0
1948,CHN,Aquatics,0,0,0,0,1,1,0,0
1948,CHN,Art Competitions (not a current category),0,0,0,0,5,4,1,0
1948,CHN,Athletics,0,0,0,0,3,3,0,0
1948,CHN,Basketball,0,0,0,0,10,10,0,0
1948,CHN,Cycling,0,0,0,0,1,1,0,0
1948,CHN,Football,0,0,0,0,11,11,0,0
1948,COL,Aquatics,0,0,2,2,2,2,0,12
1948,COL,Athletics,0,0,0,0,2,2,0,0
1948,COL,Fencing,0,0,0,0,2,2,0,0
1948,CUB,Aquatics,0,0,0,0,3,3,0,0
1948,CUB,Athletics,0,0,0,0,3,3,0,0
1948,CUB,Basketball,0,0,0,0,13,13,0,0
1948,CUB,Cycling,0,0,0,0,1,1,0,0
1948,CUB,Fencing,0,0,0,0,6,6,0,0
1948,CUB,Gymnastics,0,0,0,0,7,7,0,0
1948,CUB,Rowing,0,0,0,0,5,5,0,0
1948,CUB,Sailing,0,2,0,2,2,2,0,6
1948,CUB,Shooting,0,0,0,0,7,7,0,0
1948,CUB,Weightlifting,0,0,0,0,3,3,0,0
1948,CUB,Wrestling,0,0,0,0,3,3,0,0
1948,DEN,Aquatics,1,9,4,14,9,1,8,53
1948,DEN,Art Competitions (not a current category),1,3,0,4,3,3,0,11
1948,DEN,Athletics,1,0,0,1,16,10,6,2
1948,DEN,Boxing,1,0,0,1,6,6,0,2
1948,DEN,Canoeing,0,3,1,4,7,6,1,15
1948,DEN,Cycling,4,0,0,4,11,11,0,8
1948,DEN,Equestrian,0,0,0,0,6,6,0,0
1948,DEN,Fencing,0,3,0,3,15,12,3,9
1948,DEN,Field hockey,1,3,2,6,16,16,0,23
1948,DEN,Football,14,0,0,14,13,13,0,28
1948,DEN,Gymnastics,0,0,0,0,8,8,0,0
1948,DEN,Rowing,7,6,3,16,25,25,0,50
1948,DEN,Sailing,3,0,1,4,11,11,0,12
1948,DEN,Shooting,0,0,1,1,7,7,0,6
1948,DEN,Weightlifting,1,1,0,2,4,4,0,5
1948,DEN,Wrestling,2,1,0,3,5,5,0,7
1948,EGY,Aquatics,0,0,0,0,16,16,0,0
1948,EGY,Athletics,0,0,0,0,2,2,0,0
1948,EGY,Basketball,0,0,0,0,12,12,0,0
1948,EGY,Boxing,0,0,0,0,5,5,0,0
1948,EGY,Fencing,0,0,0,0,9,9,0,0
1948,EGY,Football,0,0,0,0,11,11,0,0
1948,EGY,Gymnastics,0,0,0,0,8,8,0,0
1948,EGY,Rowing,0,0,0,0,1,1,0,0
1948,EGY,Weightlifting,1,1,3,5,8,8,0,23
1948,EGY,Wrestling,1,1,0,2,13,13,0,5
1948,ESP,Aquatics,0,0,0,0,14,14,0,0
1948,ESP,Art Competitions (not a current category),0,0,0,0,1,1,0,0
1948,ESP,Athletics,0,0,0,0,7,7,0,0
1948,ESP,Boxing,0,0,0,0,8,8,0,0
1948,ESP,Equestrian,0,3,2,5,7,7,0,21
1948,ESP,Field hockey,0,0,0,0,14,14,0,0
1948,ESP,Modern Pentathlon,0,0,0,0,3,3,0,0
1948,ESP,Rowing,0,0,0,0,1,1,0,0
1948,ESP,Sailing,0,0,0,0,4,4,0,0
1948,ESP,Shooting,0,0,0,0,6,6,0,0
1948,FIN,Aquatics,0,0,0,0,2,1,1,0
1948,FIN,Art Competitions (not a current category),1,1,2,4,7,6,1,17
1948,FIN,Athletics,0,2,1,3,36,33,3,12
1948,FIN,Boxing,0,0,0,0,6,6,0,0
1948,FIN,Canoeing,6,1,0,7,5,4,1,15
1948,FIN,Cycling,0,0,0,0,5,5,0,0
1948,FIN,Equestrian,0,0,0,0,5,5,0,0
1948,FIN,Fencing,0,0,0,0,6,6,0,0
1948,FIN,Gymnastics,83,17,80,180,8,8,0,697
1948,FIN,Modern Pentathlon,0,0,0,0,3,3,0,0
1948,FIN,Rowing,0,0,0,0,5,5,0,0
1948,FIN,Sailing,0,0,0,0,12,12,0,0
1948,FIN,Shooting,0,1,0,1,12,12,0,3
1948,FIN,Weightlifting,0,0,0,0,4,4,0,0
1948,FIN,Wrestling,1,1,1,3,15,15,0,11
1948,FRA,Aquatics,5,0,0,5,34,24,10,10
1948,FRA,Art Competitions (not a current category),2,0,1,3,33,32,1,10
1948,FRA,Athletics,6,6,3,15,65,51,14,48
1948,FRA,Basketball,0,14,0,14,14,14,0,42
1948,FRA,Boxing,0,0,0,0,8,8,0,0
1948,FRA,Canoeing,9,2,0,11,10,9,1,24
1948,FRA,Cycling,7,0,7,14,11,11,0,56
1948,FRA,Equestrian,2,8,11,21,8,8,0,94
1948,FRA,Fencing,1,4,16,21,21,18,3,110
1948,FRA,Field hockey,0,0,0,0,14,14,0,0
1948,FRA,Football,0,0,0,0,12,12,0,0
1948,FRA,Gymnastics,0,0,0,0,16,8,8,0
1948,FRA,Modern Pentathlon,0,0,0,0,3,3,0,0
1948,FRA,Rowing,0,0,0,0,22,22,0,0
1948,FRA,Sailing,0,0,1,1,13,13,0,6
1948,FRA,Shooting,1,0,0,1,12,12,0,2
1948,FRA,Weightlifting,0,0,0,0,9,9,0,0
1948,FRA,Wrestling,1,0,0,1,11,11,0,2
1948,GBR,Aquatics,3,0,0,3,44,29,15,6
1948,GBR,Art Competitions (not a current category),4,14,2,20,94,72,22,62
1948,GBR,Athletics,2,14,3,19,79,59,20,64
1948,GBR,Basketball,0,0,0,0,13,13,0,0
1948,GBR,Boxing,0,2,0,2,8,8,0,6
1948,GBR,Canoeing,0,0,0,0,7,6,1,0
1948,GBR,Cycling,6,10,2,18,10,10,0,54
1948,GBR,Equestrian,3,0,0,3,6,6,0,6
1948,GBR,Fencing,0,1,1,2,19,16,3,9
1948,GBR,Field hockey,0,12,0,12,12,12,0,36
1948,GBR,Football,0,0,0,0,19,19,0,0
1948,GBR,Gymnastics,0,0,0,0,16,8,8,0
1948,GBR,Modern Pentathlon,0,0,0,0,3,3,0,0
1948,GBR,Rowing,0,9,4,13,26,26,0,51
1948,GBR,Sailing,0,0,2,2,12,12,0,12
1948,GBR,Shooting,0,0,0,0,12,12,0,0
1948,GBR,Weightlifting,1,1,0,2,10,10,0,5
1948,GBR,Wrestling,1,2,0,3,16,16,0,8
1948,GRE,Aquatics,0,0,0,0,9,9,0,0
1948,GRE,Art Competitions (not a current category),0,0,0,0,4,4,0,0
1948,GRE,Athletics,0,0,0,0,15,14,1,0
1948,GRE,Cycling,0,0,0,0,3,3,0,0
1948,GRE,Fencing,0,0,0,0,6,6,0,0
1948,GRE,Rowing,0,0,0,0,8,8,0,0
1948,GRE,Sailing,0,0,0,0,4,4,0,0
1948,GRE,Shooting,0,0,0,0,7,7,0,0
1948,GRE,Wrestling,0,0,0,0,5,5,0,0
1948,GUY,Athletics,0,0,0,0,1,1,0,0
1948,GUY,Cycling,0,0,0,0,1,1,0,0
1948,GUY,Weightlifting,0,0,0,0,2,2,0,0
1948,HUN,Aquatics,6,15,1,22,27,20,7,63
1948,HUN,Art Competitions (not a current category),1,0,0,1,2,1,1,2
1948,HUN,Athletics,1,0,2,3,12,11,1,14
1948,HUN,Basketball,1,1,0,2,12,12,0,5
1948,HUN,Boxing,0,0,2,2,6,6,0,12
1948,HUN,Canoeing,0,0,0,0,5,4,1,0
1948,HUN,Fencing,7,0,21,28,18,15,3,140
1948,HUN,Gymnastics,67,14,6,87,16,8,8,212
